lakename,year4,sampledate,daynum,species
"PAUL",1994,1994-05-17,137,"LARGEMOUTHBASS"
"PAUL",1994,1994-05-18,138,"LARGEMOUTHBASS"
"PAUL",1994,1994-08-20,232,"LARGEMOUTHBASS"
"PAUL",1994,1994-08-20,232,"LARGEMOUTHBASS"
"PAUL",1994,1994-06-23,174,"LARGEMOUTHBASS"
"PAUL",1994,1994-07-06,187,"LARGEMOUTHBASS"
"PAUL",1994,1994-06-07,158,"LARGEMOUTHBASS"
"PAUL",1994,1994-08-20,232,"LARGEMOUTHBASS"
"PAUL",1994,1994-06-07,158,"LARGEMOUTHBASS"
"PAUL",1994,1994-06-14,165,"LARGEMOUTHBASS"
"PAUL",1994,1994-06-23,174,"LARGEMOUTHBASS"
"PAUL",1994,1994-06-23,174,"LARGEMOUTHBASS"
"PAUL",1994,1994-06-30,181,"LARGEMOUTHBASS"
"PAUL",1994,1994-06-07,158,"LARGEMOUTHBASS"
"PAUL",1994,1994-06-07,158,"LARGEMOUTHBASS"
"PAUL",1994,1994-06-09,160,"LARGEMOUTHBASS"
"PAUL",1994,1994-08-23,235,"LARGEMOUTHBASS"
"PAUL",1994,1994-08-20,232,"LARGEMOUTHBASS"
"PAUL",1994,1994-06-14,165,"LARGEMOUTHBASS"
"PAUL",1994,1994-08-20,232,"LARGEMOUTHBASS"
"PAUL",1994,1994-07-07,188,"LARGEMOUTHBASS"
"PAUL",1994,1994-06-23,174,"LARGEMOUTHBASS"
"PAUL",1994,1994-07-07,188,"LARGEMOUTHBASS"
"PAUL",1994,1994-06-30,181,"LARGEMOUTHBASS"
"PAUL",1994,1994-07-07,188,"LARGEMOUTHBASS"
"PAUL",1994,1994-06-20,171,"LARGEMOUTHBASS"
"PAUL",1994,1994-08-20,232,"LARGEMOUTHBASS"
"PAUL",1994,1994-06-23,174,"LARGEMOUTHBASS"
"PAUL",1994,1994-06-30,181,"LARGEMOUTHBASS"
"PAUL",1994,1994-07-07,188,"LARGEMOUTHBASS"
"PAUL",1994,1994-08-23,235,"LARGEMOUTHBASS"
"PAUL",1994,1994-07-07,188,"LARGEMOUTHBASS"
"PAUL",1994,1994-07-07,188,"LARGEMOUTHBASS"
"PAUL",1994,1994-08-03,215,"LARGEMOUTHBASS"
"PAUL",1994,1994-07-15,196,"LARGEMOUTHBASS"
"PAUL",1994,1994-06-30,181,"LARGEMOUTHBASS"
"PAUL",1994,1994-06-23,174,"LARGEMOUTHBASS"
"PAUL",1994,1994-07-25,206,"LARGEMOUTHBASS"
"PAUL",1994,1994-07-25,206,"LARGEMOUTHBASS"
"PAUL",1994,1994-08-03,215,"LARGEMOUTHBASS"
"PAUL",1994,1994-07-14,195,"LARGEMOUTHBASS"
"PAUL",1994,1994-07-07,188,"LARGEMOUTHBASS"
"PAUL",1994,1994-07-07,188,"LARGEMOUTHBASS"
"PAUL",1994,1994-07-07,188,"LARGEMOUTHBASS"
"PAUL",1994,1994-07-25,206,"LARGEMOUTHBASS"
"PAUL",1994,1994-07-07,188,"LARGEMOUTHBASS"
"PAUL",1994,1994-07-07,188,"LARGEMOUTHBASS"
"PAUL",1994,1994-08-20,232,"LARGEMOUTHBASS"
"PAUL",1994,1994-07-15,196,"LARGEMOUTHBASS"
"PAUL",1994,1994-08-03,215,"LARGEMOUTHBASS"
"PAUL",1994,1994-08-22,234,"LARGEMOUTHBASS"
"PAUL",1994,1994-07-25,206,"LARGEMOUTHBASS"
"PAUL",1994,1994-08-23,235,"LARGEMOUTHBASS"
"PAUL",1994,1994-08-20,232,"LARGEMOUTHBASS"
"PAUL",1994,1994-07-25,206,"LARGEMOUTHBASS"
"PAUL",1994,1994-08-03,215,"LARGEMOUTHBASS"
"PAUL",1994,1994-08-20,232,"LARGEMOUTHBASS"
"PAUL",1994,1994-08-20,232,"LARGEMOUTHBASS"
"PAUL",1994,1994-07-25,206,"LARGEMOUTHBASS"
"PAUL",1994,1994-08-03,215,"LARGEMOUTHBASS"
"PAUL",1994,1994-08-20,232,"LARGEMOUTHBASS"
"PAUL",1994,1994-08-20,232,"LARGEMOUTHBASS"
"PAUL",1994,1994-08-20,232,"LARGEMOUTHBASS"
"PAUL",1994,1994-05-15,135,"LARGEMOUTHBASS"
"PAUL",1994,1994-07-07,188,"LARGEMOUTHBASS"
EAST LONG,1991,1991-08-10,222,"BLUEGILL"
EAST LONG,1991,1991-07-27,208,"BLUEGILL"
EAST LONG,1991,1991-07-27,208,"BLUEGILL"
WEST LONG,1991,1991-07-13,194,"YELLOWPERCH"
WEST LONG,1991,1991-07-13,194,"YELLOWPERCH"
WEST LONG,1991,1991-07-13,194,"YELLOWPERCH"
WEST LONG,1991,1991-07-13,194,"YELLOWPERCH"
WEST LONG,1991,1991-07-13,194,"YELLOWPERCH"
WEST LONG,1991,1991-08-22,234,"YELLOWPERCH"
WEST LONG,1991,1991-08-20,232,"YELLOWPERCH"
WEST LONG,1991,1991-07-27,208,"SMALLMOUTHBASS"
WEST LONG,1991,1991-07-13,194,"YELLOWPERCH"
WEST LONG,1991,1991-07-27,208,"SMALLMOUTHBASS"
WEST LONG,1991,1991-08-20,232,"SMALLMOUTHBASS"
WEST LONG,1991,1991-07-13,194,"SMALLMOUTHBASS"
WEST LONG,1991,1991-07-13,194,"YELLOWPERCH"
WEST LONG,1991,1991-08-20,232,"YELLOWPERCH"
"PAUL",1991,1991-07-26,207,"LARGEMOUTHBASS"
"PAUL",1991,1991-07-26,207,"LARGEMOUTHBASS"
"PAUL",1991,1991-08-19,231,"LARGEMOUTHBASS"
"PAUL",1991,1991-08-10,222,"LARGEMOUTHBASS"
"PAUL",1991,1991-07-26,207,"LARGEMOUTHBASS"
"PAUL",1991,1991-07-26,207,"LARGEMOUTHBASS"
"PAUL",1991,1991-07-26,207,"LARGEMOUTHBASS"
"PAUL",1991,1991-07-26,207,"LARGEMOUTHBASS"
"PAUL",1991,1991-08-10,222,"LARGEMOUTHBASS"
"PAUL",1991,1991-07-26,207,"LARGEMOUTHBASS"
WEST LONG,1991,1991-07-26,207,"LARGEMOUTHBASS"
WEST LONG,1991,1991-07-26,207,"SMALLMOUTHBASS"
WEST LONG,1991,1991-07-26,207,"LARGEMOUTHBASS"
WEST LONG,1991,1991-08-09,221,"LARGEMOUTHBASS"
WEST LONG,1991,1991-07-27,208,"YELLOWPERCH"
WEST LONG,1991,1991-08-20,232,"LARGEMOUTHBASS"
WEST LONG,1991,1991-07-27,208,"LARGEMOUTHBASS"
WEST LONG,1991,1991-07-27,208,"YELLOWPERCH"
WEST LONG,1991,1991-08-20,232,"YELLOWPERCH"
WEST LONG,1991,1991-07-27,208,"YELLOWPERCH"
WEST LONG,1991,1991-07-27,208,"LARGEMOUTHBASS"
WEST LONG,1991,1991-07-27,208,"YELLOWPERCH"
WEST LONG,1991,1991-08-20,232,"YELLOWPERCH"
WEST LONG,1991,1991-08-20,232,"YELLOWPERCH"
WEST LONG,1991,1991-07-27,208,"YELLOWPERCH"
WEST LONG,1991,1991-07-27,208,"YELLOWPERCH"
WEST LONG,1991,1991-07-27,208,"YELLOWPERCH"
WEST LONG,1991,1991-07-27,208,"YELLOWPERCH"
WEST LONG,1991,1991-07-27,208,"YELLOWPERCH"
WEST LONG,1991,1991-07-27,208,"LARGEMOUTHBASS"
WEST LONG,1991,1991-07-27,208,"YELLOWPERCH"
WEST LONG,1991,1991-07-27,208,"YELLOWPERCH"
WEST LONG,1991,1991-07-27,208,"SMALLMOUTHBASS"
WEST LONG,1991,1991-08-09,221,"SMALLMOUTHBASS"
WEST LONG,1991,1991-07-27,208,"YELLOWPERCH"
WEST LONG,1991,1991-08-09,221,"SMALLMOUTHBASS"
WEST LONG,1991,1991-08-09,221,"SMALLMOUTHBASS"
WEST LONG,1991,1991-08-09,221,"SMALLMOUTHBASS"
WEST LONG,1991,1991-08-09,221,"SMALLMOUTHBASS"
EAST LONG,1991,1991-07-27,208,"BLUEGILL"
EAST LONG,1991,1991-08-21,233,"BLUEGILL"
"PAUL",1991,1991-05-20,140,"LARGEMOUTHBASS"
WEST LONG,1991,1991-05-25,145,"YELLOWPERCH"
WEST LONG,1991,1991-07-27,208,"YELLOWPERCH"
WEST LONG,1991,1991-05-25,145,"YELLOWPERCH"
WEST LONG,1991,1991-05-25,145,"YELLOWPERCH"
WEST LONG,1991,1991-08-22,234,"YELLOWPERCH"
WEST LONG,1991,1991-05-25,145,"YELLOWPERCH"
WEST LONG,1991,1991-07-27,208,"YELLOWPERCH"
WEST LONG,1991,1991-05-25,145,"YELLOWPERCH"
WEST LONG,1991,1991-05-25,145,"YELLOWPERCH"
WEST LONG,1991,1991-06-29,180,"YELLOWPERCH"
WEST LONG,1991,1991-05-25,145,"YELLOWPERCH"
WEST LONG,1991,1991-05-25,145,"YELLOWPERCH"
WEST LONG,1991,1991-05-26,146,"LARGEMOUTHBASS"
WEST LONG,1991,1991-07-27,208,"LARGEMOUTHBASS"
WEST LONG,1991,1991-06-29,180,"LARGEMOUTHBASS"
WEST LONG,1991,1991-05-26,146,"LARGEMOUTHBASS"
WEST LONG,1991,1991-05-26,146,"LARGEMOUTHBASS"
WEST LONG,1991,1991-07-12,193,"LARGEMOUTHBASS"
"PAUL",1991,1991-06-14,165,"LARGEMOUTHBASS"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
EAST LONG,1991,1991-08-24,236,"BLUEGILL"
"PETER",1991,1991-08-23,235,"BLUEGILL"
"PETER",1991,1991-08-23,235,"BLUEGILL"
"PETER",1991,1991-08-23,235,"BLUEGILL"
"PETER",1991,1991-08-23,235,"BLUEGILL"
"PETER",1991,1991-08-23,235,"BLUEGILL"
"PETER",1991,1991-08-23,235,"BLUEGILL"
"PETER",1991,1991-08-23,235,"BLUEGILL"
"PETER",1991,1991-08-23,235,"BLUEGILL"
"PETER",1991,1991-08-23,235,"BLUEGILL"
"PETER",1991,1991-08-23,235,"BLUEGILL"
"PETER",1991,1991-08-23,235,"BLUEGILL"
"PETER",1991,1991-08-23,235,"BLUEGILL"
"PETER",1991,1991-08-23,235,"BLUEGILL"
"PETER",1991,1991-08-23,235,"BLUEGILL"
"PETER",1991,1991-08-23,235,"BLUEGILL"
"PETER",1991,1991-08-23,235,"BLUEGILL"
"PETER",1991,1991-08-23,235,"BLUEGILL"
"PETER",1991,1991-08-23,235,"BLUEGILL"
WEST LONG,1992,1992-06-19,171,"SMALLMOUTHBASS"
WEST LONG,1992,1992-07-07,189,"LARGEMOUTHBASS"
"PAUL",1992,1992-07-30,212,"LARGEMOUTHBASS"
"PAUL",1992,1992-08-12,225,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-20,141,"YELLOWPERCH"
WEST LONG,1992,1992-06-18,170,"LARGEMOUTHBASS"
WEST LONG,1992,1992-07-16,198,"LARGEMOUTHBASS"
WEST LONG,1992,1992-07-30,212,"LARGEMOUTHBASS"
EAST LONG,1992,1992-06-05,157,"BLUEGILL"
EAST LONG,1992,1992-08-12,225,"BLUEGILL"
"PAUL",1992,1992-07-05,187,"LARGEMOUTHBASS"
"PAUL",1992,1992-07-30,212,"LARGEMOUTHBASS"
"PAUL",1992,1992-08-10,223,"LARGEMOUTHBASS"
"PETER",1992,1992-06-05,157,"BLUEGILL"
WEST LONG,1992,1992-05-20,141,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-20,141,"LARGEMOUTHBASS"
WEST LONG,1992,1992-06-04,156,"LARGEMOUTHBASS"
WEST LONG,1992,1992-07-16,198,"LARGEMOUTHBASS"
WEST LONG,1992,1992-07-17,199,"LARGEMOUTHBASS"
EAST LONG,1992,1992-05-20,141,"BLUEGILL"
EAST LONG,1992,1992-08-09,222,"BLUEGILL"
"PAUL",1992,1992-07-30,212,"LARGEMOUTHBASS"
"PAUL",1992,1992-07-17,199,"LARGEMOUTHBASS"
EAST LONG,1992,1992-07-16,198,"BLUEGILL"
EAST LONG,1992,1992-08-09,222,"BLUEGILL"
EAST LONG,1992,1992-08-12,225,"BLUEGILL"
"PETER",1992,1992-05-20,141,"BLUEGILL"
WEST LONG,1992,1992-05-16,137,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-16,137,"LARGEMOUTHBASS"
WEST LONG,1992,1992-06-18,170,"LARGEMOUTHBASS"
WEST LONG,1992,1992-07-17,199,"LARGEMOUTHBASS"
EAST LONG,1992,1992-07-16,198,"BLUEGILL"
EAST LONG,1992,1992-08-09,222,"BLUEGILL"
EAST LONG,1992,1992-08-12,225,"BLUEGILL"
"PAUL",1992,1992-05-17,138,"LARGEMOUTHBASS"
"PAUL",1992,1992-06-18,170,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-19,140,"YELLOWPERCH"
WEST LONG,1992,1992-06-18,170,"LARGEMOUTHBASS"
EAST LONG,1992,1992-08-09,222,"BLUEGILL"
"PAUL",1992,1992-07-17,199,"LARGEMOUTHBASS"
"PAUL",1992,1992-07-17,199,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-19,140,"YELLOWPERCH"
WEST LONG,1992,1992-05-22,143,"LARGEMOUTHBASS"
WEST LONG,1992,1992-06-18,170,"SMALLMOUTHBASS"
WEST LONG,1992,1992-07-17,199,"LARGEMOUTHBASS"
EAST LONG,1992,1992-08-13,226,"BLUEGILL"
"PAUL",1992,1992-05-19,140,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-20,141,"LARGEMOUTHBASS"
WEST LONG,1992,1992-07-16,198,"LARGEMOUTHBASS"
"PAUL",1992,1992-07-05,187,"LARGEMOUTHBASS"
"PAUL",1992,1992-07-05,187,"LARGEMOUTHBASS"
"PETER",1992,1992-05-20,141,"BLUEGILL"
"PETER",1992,1992-08-13,226,"BLUEGILL"
WEST LONG,1992,1992-06-18,170,"SMALLMOUTHBASS"
WEST LONG,1992,1992-06-18,170,"LARGEMOUTHBASS"
WEST LONG,1992,1992-07-16,198,"LARGEMOUTHBASS"
EAST LONG,1992,1992-08-10,223,"BLUEGILL"
EAST LONG,1992,1992-08-10,223,"BLUEGILL"
EAST LONG,1992,1992-08-12,225,"BLUEGILL"
EAST LONG,1992,1992-08-13,226,"BLUEGILL"
"PETER",1992,1992-05-19,140,"BLUEGILL"
"PETER",1992,1992-08-12,225,"BLUEGILL"
WEST LONG,1992,1992-06-04,156,"LARGEMOUTHBASS"
WEST LONG,1992,1992-07-05,187,"LARGEMOUTHBASS"
WEST LONG,1992,1992-07-07,189,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-22,143,"LARGEMOUTHBASS"
EAST LONG,1992,1992-06-05,157,"BLUEGILL"
EAST LONG,1992,1992-08-09,222,"BLUEGILL"
EAST LONG,1992,1992-08-09,222,"BLUEGILL"
EAST LONG,1992,1992-08-12,225,"BLUEGILL"
EAST LONG,1992,1992-08-12,225,"BLUEGILL"
EAST LONG,1992,1992-08-12,225,"BLUEGILL"
"PAUL",1992,1992-05-23,144,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-18,139,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-22,143,"LARGEMOUTHBASS"
WEST LONG,1992,1992-07-05,187,"LARGEMOUTHBASS"
WEST LONG,1992,1992-07-16,198,"LARGEMOUTHBASS"
WEST LONG,1992,1992-07-31,213,"LARGEMOUTHBASS"
EAST LONG,1992,1992-07-06,188,"BLUEGILL"
EAST LONG,1992,1992-08-09,222,"BLUEGILL"
EAST LONG,1992,1992-08-12,225,"BLUEGILL"
WEST LONG,1991,1991-05-25,145,"YELLOWPERCH"
WEST LONG,1991,1991-06-29,180,"YELLOWPERCH"
WEST LONG,1991,1991-08-09,221,"YELLOWPERCH"
WEST LONG,1991,1991-07-27,208,"YELLOWPERCH"
WEST LONG,1991,1991-08-09,221,"YELLOWPERCH"
WEST LONG,1991,1991-08-20,232,"YELLOWPERCH"
WEST LONG,1991,1991-06-15,166,"YELLOWPERCH"
WEST LONG,1991,1991-07-12,193,"YELLOWPERCH"
WEST LONG,1991,1991-08-20,232,"YELLOWPERCH"
WEST LONG,1991,1991-05-25,145,"LARGEMOUTHBASS"
WEST LONG,1991,1991-05-26,146,"LARGEMOUTHBASS"
WEST LONG,1991,1991-06-28,179,"LARGEMOUTHBASS"
WEST LONG,1991,1991-08-09,221,"LARGEMOUTHBASS"
WEST LONG,1991,1991-06-29,180,"YELLOWPERCH"
WEST LONG,1991,1991-06-15,166,"YELLOWPERCH"
WEST LONG,1991,1991-07-13,194,"YELLOWPERCH"
WEST LONG,1991,1991-07-12,193,"YELLOWPERCH"
WEST LONG,1991,1991-06-29,180,"YELLOWPERCH"
EAST LONG,1991,1991-05-23,143,"YELLOWPERCH"
EAST LONG,1991,1991-05-23,143,"LARGEMOUTHBASS"
WEST LONG,1991,1991-08-22,234,"SMALLMOUTHBASS"
WEST LONG,1991,1991-08-09,221,"SMALLMOUTHBASS"
EAST LONG,1991,1991-05-22,142,"SMALLMOUTHBASS"
WEST LONG,1991,1991-06-15,166,"SMALLMOUTHBASS"
WEST LONG,1991,1991-06-15,166,"YELLOWPERCH"
EAST LONG,1991,1991-05-22,142,"YELLOWPERCH"
EAST LONG,1991,1991-05-22,142,"SMALLMOUTHBASS"
WEST LONG,1991,1991-06-29,180,"SMALLMOUTHBASS"
WEST LONG,1991,1991-06-15,166,"YELLOWPERCH"
WEST LONG,1991,1991-07-12,193,"YELLOWPERCH"
WEST LONG,1991,1991-08-09,221,"YELLOWPERCH"
WEST LONG,1991,1991-05-26,146,"LARGEMOUTHBASS"
WEST LONG,1991,1991-06-28,179,"LARGEMOUTHBASS"
EAST LONG,1991,1991-05-21,141,"LARGEMOUTHBASS"
WEST LONG,1991,1991-06-29,180,"SMALLMOUTHBASS"
WEST LONG,1991,1991-07-12,193,"SMALLMOUTHBASS"
WEST LONG,1991,1991-06-28,179,"LARGEMOUTHBASS"
WEST LONG,1991,1991-08-20,232,"YELLOWPERCH"
WEST LONG,1991,1991-08-20,232,"LARGEMOUTHBASS"
EAST LONG,1991,1991-05-21,141,"YELLOWPERCH"
WEST LONG,1991,1991-05-25,145,"LARGEMOUTHBASS"
WEST LONG,1991,1991-08-22,234,"LARGEMOUTHBASS"
WEST LONG,1991,1991-08-20,232,"LARGEMOUTHBASS"
WEST LONG,1991,1991-06-15,166,"YELLOWPERCH"
WEST LONG,1991,1991-07-13,194,"YELLOWPERCH"
WEST LONG,1991,1991-06-15,166,"LARGEMOUTHBASS"
WEST LONG,1991,1991-08-22,234,"LARGEMOUTHBASS"
WEST LONG,1991,1991-05-25,145,"LARGEMOUTHBASS"
EAST LONG,1991,1991-05-21,141,"LARGEMOUTHBASS"
EAST LONG,1991,1991-05-24,144,"YELLOWPERCH"
EAST LONG,1991,1991-05-24,144,"YELLOWPERCH"
EAST LONG,1991,1991-05-24,144,"YELLOWPERCH"
EAST LONG,1991,1991-05-22,142,"YELLOWPERCH"
EAST LONG,1991,1991-05-23,143,"YELLOWPERCH"
EAST LONG,1991,1991-05-22,142,"LARGEMOUTHBASS"
EAST LONG,1991,1991-05-22,142,"YELLOWPERCH"
WEST LONG,1991,1991-06-15,166,"LARGEMOUTHBASS"
WEST LONG,1991,1991-06-15,166,"LARGEMOUTHBASS"
EAST LONG,1991,1991-05-21,141,"LARGEMOUTHBASS"
WEST LONG,1991,1991-08-22,234,"LARGEMOUTHBASS"
EAST LONG,1991,1991-05-24,144,"YELLOWPERCH"
EAST LONG,1991,1991-05-21,141,"LARGEMOUTHBASS"
WEST LONG,1991,1991-08-20,232,"LARGEMOUTHBASS"
WEST LONG,1991,1991-07-26,207,"LARGEMOUTHBASS"
EAST LONG,1991,1991-05-23,143,"LARGEMOUTHBASS"
WEST LONG,1991,1991-05-25,145,"LARGEMOUTHBASS"
EAST LONG,1991,1991-05-21,141,"LARGEMOUTHBASS"
WEST LONG,1991,1991-07-13,194,"LARGEMOUTHBASS"
WEST LONG,1991,1991-05-25,145,"LARGEMOUTHBASS"
EAST LONG,1991,1991-05-22,142,"LARGEMOUTHBASS"
EAST LONG,1991,1991-05-21,141,"LARGEMOUTHBASS"
WEST LONG,1991,1991-08-22,234,"LARGEMOUTHBASS"
EAST LONG,1991,1991-05-22,142,"LARGEMOUTHBASS"
EAST LONG,1991,1991-05-21,141,"YELLOWPERCH"
EAST LONG,1991,1991-05-23,143,"LARGEMOUTHBASS"
EAST LONG,1991,1991-05-22,142,"YELLOWPERCH"
EAST LONG,1991,1991-05-22,142,"YELLOWPERCH"
EAST LONG,1991,1991-05-22,142,"YELLOWPERCH"
EAST LONG,1991,1991-05-21,141,"YELLOWPERCH"
EAST LONG,1991,1991-05-22,142,"LARGEMOUTHBASS"
EAST LONG,1991,1991-05-23,143,"YELLOWPERCH"
"PAUL",1991,1991-08-10,222,"LARGEMOUTHBASS"
"PAUL",1991,1991-08-19,231,"LARGEMOUTHBASS"
"PAUL",1991,1991-06-14,165,"LARGEMOUTHBASS"
"PAUL",1991,1991-06-14,165,"LARGEMOUTHBASS"
"PAUL",1991,1991-08-10,222,"LARGEMOUTHBASS"
"PAUL",1991,1991-06-14,165,"LARGEMOUTHBASS"
"PAUL",1991,1991-06-28,179,"LARGEMOUTHBASS"
"PAUL",1991,1991-06-14,165,"LARGEMOUTHBASS"
"PAUL",1991,1991-08-10,222,"LARGEMOUTHBASS"
WEST LONG,1991,1991-06-15,166,"YELLOWPERCH"
WEST LONG,1991,1991-08-20,232,"YELLOWPERCH"
"PAUL",1991,1991-05-18,138,"LARGEMOUTHBASS"
"PAUL",1991,1991-06-28,179,"LARGEMOUTHBASS"
"PAUL",1991,1991-06-14,165,"LARGEMOUTHBASS"
"PAUL",1991,1991-07-12,193,"LARGEMOUTHBASS"
"PAUL",1991,1991-05-18,138,"LARGEMOUTHBASS"
"PAUL",1991,1991-08-19,231,"LARGEMOUTHBASS"
"PAUL",1991,1991-05-18,138,"LARGEMOUTHBASS"
"PAUL",1991,1991-08-10,222,"LARGEMOUTHBASS"
"PAUL",1991,1991-05-20,140,"LARGEMOUTHBASS"
"PAUL",1991,1991-05-18,138,"LARGEMOUTHBASS"
"PAUL",1991,1991-05-18,138,"LARGEMOUTHBASS"
"PAUL",1991,1991-05-18,138,"LARGEMOUTHBASS"
"PAUL",1991,1991-05-20,140,"LARGEMOUTHBASS"
"PAUL",1991,1991-06-28,179,"LARGEMOUTHBASS"
"PAUL",1991,1991-07-12,193,"LARGEMOUTHBASS"
"PAUL",1991,1991-05-20,140,"LARGEMOUTHBASS"
"PAUL",1991,1991-06-14,165,"LARGEMOUTHBASS"
"PAUL",1991,1991-08-10,222,"LARGEMOUTHBASS"
"PAUL",1991,1991-08-19,231,"LARGEMOUTHBASS"
"PAUL",1991,1991-05-20,140,"LARGEMOUTHBASS"
"PAUL",1991,1991-07-12,193,"LARGEMOUTHBASS"
"PAUL",1991,1991-07-26,207,"LARGEMOUTHBASS"
"PAUL",1991,1991-08-19,231,"LARGEMOUTHBASS"
"PAUL",1991,1991-05-20,140,"LARGEMOUTHBASS"
"PAUL",1991,1991-07-12,193,"LARGEMOUTHBASS"
"PAUL",1991,1991-07-26,207,"LARGEMOUTHBASS"
